#Network|Station|Latitude|Longitude|Elevation|SiteName|StartTime|EndTime
7W|BL16|-24.9232|133.3019|401.0|BL16|2008-09-02T01:03:52|2011-03-31T04:12:59
7W|BL17|-25.5487|133.1111|133.1111|BL17|2008-09-01T03:50:28|2011-05-21T01:02:59
7W|BL18|-26.1459|133.295|467.0|BL18|2008-08-31T08:40:55|2010-11-11T02:03:59
7W|BL19|-26.6718|133.3098|392.0|BL19|2008-09-01T00:15:48|2011-05-22T00:56:59
7W|BL20|-27.373|133.5332|317.0|BL20|2008-08-31T01:18:19|2010-07-12T03:39:59
7W|BL21|-27.9307|134.1628|274.0|BL21|2008-08-30T07:53:31|2009-03-04T22:42:59
7W|BL22|-28.9977|134.4066|201.0|BL22|2008-08-30T01:34:59|2009-03-03T08:59:59
7W|BL23|-30.1934|134.6285|162.0|BL23|2008-08-29T03:09:05|2010-10-12T00:10:00
7W|BL24|-31.2769|135.2829|167.0|BL24|2008-08-28T02:17:11|2011-05-24T00:34:59
7W|BL25|-32.146|135.0909|307.0|BL25|2008-08-27T03:27:12|2011-05-09T03:45:30
7X|MA01|-20.5874|139.6215|323.0|MA01|2009-09-10T02:31:00|2010-06-07T16:10:45
7X|MA11|-19.035|138.7867|131.0|MA11|2009-06-19T08:40:00|2010-11-26T22:34:56
7X|MA12|-18.8585|139.3427|104.0|MA12|2009-09-06T01:56:00|2010-08-20T12:28:13
7X|MA13|-18.7786|139.872|52.0|MA13|2009-06-19T04:04:00|2010-07-31T19:06:43
7X|MA14|-18.7259|140.3837|52.0|MA14|2010-04-30T04:47:00|2011-02-18T12:43:00
7X|MA21|-19.5585|138.8232|209.0|MA21|2009-06-19T07:26:00|2010-07-29T08:08:04
7X|MA22|-19.4985|139.3762|222.0|MA22|2009-06-16T03:42:00|2010-08-12T09:06:43
7X|MA23|-19.3301|139.8825|80.0|MA23|2009-06-19T01:43:00|2010-08-04T01:37:38
7X|MA24|-19.2177|140.3343|77.0|MA24|2009-06-18T23:56:00|2010-07-16T05:53:45
7X|MA31|-19.959|138.7794|308.0|MA31|2009-09-05T02:00:00|2010-08-04T08:08:04
7X|MA32|-19.9014|139.3505|271.0|MA32|2009-06-16T06:36:00|2010-08-19T16:06:43
7X|MA33|-19.8278|139.944|163.0|MA33|2009-06-18T04:38:00|2010-08-15T11:53:45
7X|MA34|-19.7149|140.3226|126.0|MA34|2009-06-18T08:39:00|2010-08-22T13:02:41
7X|MA41|-20.5162|138.8323|288.0|MA41|2009-06-17T02:49:00|2010-05-04T12:34:56
7X|MA42|-20.3856|139.3104|388.0|MA42|2009-06-16T08:18:00|2010-07-12T08:06:43
7X|MA43|-20.3385|139.8113|278.0|MA43|2009-06-18T02:46:00|2011-02-19T12:40:19
7X|MA44|-20.2064|140.3468|167.0|MA44|2009-06-18T08:14:00|2010-08-21T19:26:53
7X|MA51|-21.0857|138.7876|238.0|MA51|2009-06-20T02:50:00|2010-08-19T23:55:06
7X|MA52|-20.9573|139.3954|411.0|MA52|2009-06-20T05:23:00|2010-08-15T21:51:04
7X|MA53|-20.7962|139.8169|390.0|MA53|2009-06-18T04:50:00|2009-12-26T13:22:51
7X|MA54|-20.6982|140.4047|215.0|MA54|2009-06-17T06:55:00|2011-02-23T00:45:42
7X|MA62|-21.356|139.2527|313.0|MA62|2009-06-20T03:15:00|2010-07-20T18:21:30
7X|MA63|-21.3088|139.8809|364.0|MA63|2009-06-17T00:48:00|2010-08-02T22:45:42
7X|MA64|-21.1958|140.3605|295.0|MA64|2009-06-17T04:20:00|2011-02-14T19:48:23
7X|MA65|-21.1336|140.8525|236.0|MA65|2009-06-21T02:30:00|2010-08-13T22:21:30
7X|MB11|-18.6462|140.8949|155.0|MB11|2010-09-09T06:15:00|2011-04-01T23:18:49
7X|MB12|-18.5367|141.3564|40.0|MB12|2010-09-13T00:45:00|2011-01-15T20:17:28
7X|MB13|-18.4669|141.9|71.0|MB13|2010-09-12T07:58:00|2011-02-08T12:53:45
7X|MB21|-19.1513|140.8842|59.0|MB21|2010-09-09T04:04:00|2010-12-02T12:00:41
7X|MB22|-19.0656|141.3206|58.0|MB22|2010-09-13T03:14:00|2011-03-09T09:21:30
7X|MB31|-19.627|140.8692|78.0|MB31|2010-09-09T23:37:00|2011-03-01T09:16:08
7X|MB32|-19.564|141.3544|73.0|MB32|2010-11-30T07:22:00|2011-01-21T07:36:17
7X|MB33|-19.3572|141.9646|125.0|MB33|2010-09-12T01:28:00|2011-01-04T01:38:59
7X|MB34|-19.4449|142.4773|200.0|MB34|2010-09-12T01:54:00|2011-03-20T10:44:21
7X|MB41|-20.1082|140.859|118.0|MB41|2010-09-07T02:51:00|2011-03-07T13:22:51
7X|MB42|-20.0754|141.4108|99.0|MB42|2010-09-09T02:22:00|2011-03-19T22:49:44
7X|MB43|-20.0136|141.9433|133.0|MB43|2010-09-11T04:24:00|2010-12-29T18:09:25
7X|MB44|-19.9004|142.4848|198.0|MB44|2010-09-11T01:12:00|2010-12-03T19:57:48
7X|MB51|-20.6493|140.9055|144.0|MB51|2010-09-08T06:51:00|2011-03-22T13:16:08
7X|MB52|-20.5795|141.4167|119.0|MB52|2010-09-08T03:12:00|2011-01-16T01:12:05
7X|MB53|-20.4782|141.9607|145.0|MB53|2010-09-08T06:54:00|2011-03-27T19:45:42
7X|MB54|-20.4056|142.4846|169.0|MB54|2010-09-11T04:17:00|2011-02-22T08:16:07
7X|MB62|-21.0395|141.4303|152.0|MB62|2010-09-06T08:46:00|2011-03-24T06:41:40
7X|MB63|-20.9343|141.95|159.0|MB63|2010-09-11T00:33:00|2011-03-29T19:47:02
7X|MB64|-20.9077|142.4972|152.0|MB64|2010-12-01T01:08:00|2011-03-11T16:06:43
7X|MIJ1|-20.5619|141.6179|121.0|MIJ1|2010-09-08T04:27:00|2011-03-25T22:36:17
7X|MIJ2|-20.5369|141.7451|121.0|MIJ2|2010-09-08T01:43:00|2011-04-01T06:05:23
7X|MIJ3|-20.549|141.8707|143.0|MIJ3|2010-09-10T07:58:00|2011-02-08T21:37:38
7X|MIL2|-19.9507|140.8739|106.0|MIL2|2010-09-07T03:50:00|2011-03-19T11:45:42
7X|MIL3|-19.9079|140.9372|104.0|MIL3|2010-09-07T05:32:00|2011-02-26T00:43:00
7X|MIL4|-19.8955|141.0151|92.0|MIL4|2010-09-07T05:31:00|2011-03-02T04:55:06
7X|MIL5|-19.8382|141.1039|89.0|MIL5|2010-09-07T07:38:00|2011-03-21T02:36:17
7X|MIL6|-19.7921|141.18|85.0|MIL6|2010-09-09T06:02:00|2010-12-28T22:55:06
7X|MIL7|-19.7364|141.2428|85.0|MIL7|2010-09-09T07:32:00|2011-03-11T16:32:15
7X|MJL5|-19.8382|141.1039|89.0|MJL5|2010-09-07T07:38:00|2010-11-26T04:02:41
8A|MOE|38.5224|-8.351|263.0|8A-MOE|1980-01-01T00:00:00|
8A|PCBR|39.8392|-7.478|180.0|8A-PCBR|1980-01-01T00:00:00|
8A|PTOM|39.6169|-8.411|210.0|8A-PTOM|1980-01-01T00:00:00|
8A|PW14|39.6169|-8.411|210.0|8A-PW14|1980-01-01T00:00:00|
8A|PW15|39.8392|-7.478|180.0|8A-PW15|1980-01-01T00:00:00|
8A|PW20|38.5224|-8.351|263.0|8A-PW20|1980-01-01T00:00:00|
8E|MB01|37.6299|-119.032|3324.0|8E-MB01|1980-01-01T00:00:00|
8E|MB02|37.6299|-119.032|3324.0|8E-MB02|1980-01-01T00:00:00|
8E|MB03|37.6299|-119.032|3324.0|8E-MB03|1980-01-01T00:00:00|
8E|MB04|37.636|-119.018|3075.0|8E-MB04|1980-01-01T00:00:00|
8E|MB05|37.6089|-119.028|2870.0|8E-MB05|1980-01-01T00:00:00|
8E|MB06|37.6299|-119.032|3324.0|8E-MB06|1980-01-01T00:00:00|
8E|MB07|37.6299|-119.032|3324.0|8E-MB07|1980-01-01T00:00:00|
8E|MB08|37.636|-119.018|3075.0|8E-MB08|1980-01-01T00:00:00|
8E|MB09|37.636|-119.018|3075.0|8E-MB09|1980-01-01T00:00:00|
8E|MB10|37.653|-119.061|2796.0|8E-MB10|1980-01-01T00:00:00|
8E|MB11|37.6089|-119.028|2870.0|8E-MB11|1980-01-01T00:00:00|
8E|MINS|37.653|-119.061|2796.0|8E-MINS|1980-01-01T00:00:00|
8E|MLIM|37.636|-119.018|3075.0|8E-MLIM|1980-01-01T00:00:00|
8E|MMPM|37.6089|-119.028|2870.0|8E-MMPM|1980-01-01T00:00:00|
8E|MMSM|37.6299|-119.032|3324.0|8E-MMSM|1980-01-01T00:00:00|
8F|PB01|-21.0427|-69.487|900.0|8F-PB01|1980-01-01T00:00:00|
8F|PB02|-21.319|-69.896|1015.0|8F-PB02|1980-01-01T00:00:00|
8F|WF03|-21.319|-69.896|1015.0|8F-WF03|1980-01-01T00:00:00|
8F|WF15|-21.0427|-69.487|900.0|8F-WF15|1980-01-01T00:00:00|
8X|CA01|43.6172|19.37|413.0|8X-CA01|1980-01-01T00:00:00|
8X|CA03|43.8723|18.428|725.0|8X-CA03|1980-01-01T00:00:00|
8X|RUDO|43.6172|19.37|413.0|8X-RUDO|1980-01-01T00:00:00|
8X|SAR|43.8723|18.428|725.0|8X-SAR|1980-01-01T00:00:00|
9B|ARR0|19.4224|-155.293|1240.0|9B-ARR0|1980-01-01T00:00:00|
AB|GANJ|40.6451|46.322|574.0|AB-GANJ|1980-01-01T00:00:00|
AB|QZX|41.0575|45.372|563.0|AB-QZX|1980-01-01T00:00:00|
AB|ZKT|41.637|46.622|497.0|AB-ZKT|1980-01-01T00:00:00|
AB|ZKTA|41.637|46.622|497.0|AB-ZKTA|1980-01-01T00:00:00|
AC|BCI|42.3656|20.067|500.0|AC-BCI|1980-01-01T00:00:00|
AC|KBN|40.6231|20.787|870.0|AC-KBN|1980-01-01T00:00:00|
AC|PHP|41.6841|20.441|728.0|AC-PHP|1980-01-01T00:00:00|
AC|PUK|42.0423|19.893|900.0|AC-PUK|1980-01-01T00:00:00|
AC|SRN|39.8793|20.0|60.0|AC-SRN|1980-01-01T00:00:00|
AC|TIR|41.3468|19.865|247.0|AC-TIR|1980-01-01T00:00:00|
AC|TPE|40.2947|20.011|251.0|AC-TPE|1980-01-01T00:00:00|
AC|VLO|40.4679|19.496|43.0|AC-VLO|1980-01-01T00:00:00|
AE|113A|32.7679|-113.767|118.0|AE-113A|1980-01-01T00:00:00|
AE|319A|31.3748|-109.281|1187.0|AE-319A|1980-01-01T00:00:00|
AE|U15A|36.4277|-112.292|2489.0|AE-U15A|1980-01-01T00:00:00|
AE|W13A|35.0979|-113.885|1988.0|AE-W13A|1980-01-01T00:00:00|
AE|X16A|34.4172|-111.441|1759.0|AE-X16A|1980-01-01T00:00:00|
AE|X18A|34.5285|-109.95|1751.0|AE-X18A|1980-01-01T00:00:00|
AE|Y14A|33.938|-113.005|731.0|AE-Y14A|1980-01-01T00:00:00|
AF|ANKE|9.592|39.734|2981.0|AF-ANKE|1980-01-01T00:00:00|
AF|BLWY|-20.1391|28.61|1348.0|AF-BLWY|1980-01-01T00:00:00|
AF|CER|-33.3605|19.293|472.0|AF-CER|1980-01-01T00:00:00|
AF|CNG|-26.2915|32.188|100.0|AF-CNG|1980-01-01T00:00:00|
AF|CVNA|-31.4811|19.762|1050.0|AF-CVNA|1980-01-01T00:00:00|
AF|DESE|11.1176|39.635|2538.0|AF-DESE|1980-01-01T00:00:00|
AF|DODT|-6.1901|35.75|1114.0|AF-DODT|1980-01-01T00:00:00|
AF|GRH|-33.3094|26.575|558.0|AF-GRH|1980-01-01T00:00:00|
AF|GRM|-33.3094|26.575|558.0|AF-GRM|1980-01-01T00:00:00|
AF|HVD|-30.6044|25.497|1433.0|AF-HVD|1980-01-01T00:00:00|
AF|ITZ|-15.7694|26.036|1106.0|AF-ITZ|1980-01-01T00:00:00|
AF|KIG|-1.9631|30.063|1545.0|AF-KIG|1980-01-01T00:00:00|
AF|KTWE|-12.814|28.209|1227.0|AF-KTWE|1980-01-01T00:00:00|
AF|KUK|6.1891|-0.369|198.0|AF-KUK|1980-01-01T00:00:00|
AF|KUKU|6.1891|-0.369|198.0|AF-KUKU|1980-01-01T00:00:00|
AF|MONG|-15.1498|23.09|1057.0|AF-MONG|1980-01-01T00:00:00|
AF|MOPA|-23.5165|31.398|362.0|AF-MOPA|1980-01-01T00:00:00|
AF|MSNA|-22.345|30.023|600.0|AF-MSNA|1980-01-01T00:00:00|
AF|MZM|-11.4325|34.017|1283.0|AF-MZM|1980-01-01T00:00:00|
AF|NBI|-1.2695|36.8|1713.0|AF-NBI|1980-01-01T00:00:00|
AF|PKA|-29.6693|22.757|960.0|AF-PKA|1980-01-01T00:00:00|
AF|POGA|-27.3688|31.612|290.0|AF-POGA|1980-01-01T00:00:00|
AF|SEK|-28.3224|27.625|1486.0|AF-SEK|1980-01-01T00:00:00|
AF|SOE|-32.7108|25.562|820.0|AF-SOE|1980-01-01T00:00:00|
AF|SWZ|-27.1821|25.332|1342.0|AF-SWZ|1980-01-01T00:00:00|
AF|TETE|-16.1465|33.577|153.0|AF-TETE|1980-01-01T00:00:00|
AF|TEZI|-15.7694|26.036|1106.0|AF-TEZI|1980-01-01T00:00:00|
AF|UPI|-28.3616|21.253|845.0|AF-UPI|1980-01-01T00:00:00|
AF|WDLM|-26.4231|27.422|1680.0|AF-WDLM|1980-01-01T00:00:00|
AF|WIN|-22.5661|17.1|1728.0|AF-WIN|1980-01-01T00:00:00|
AF|YND|3.8698|11.46|750.0|AF-YND|1980-01-01T00:00:00|
AF|YNDE|3.8698|11.46|750.0|AF-YNDE|1980-01-01T00:00:00|
AF|ZOMB|-15.3832|35.35|885.0|AF-ZOMB|1980-01-01T00:00:00|
AG|CCAR|33.916|-91.772|72.0|AG-CCAR|1980-01-01T00:00:00|
AG|FCAR|35.8886|-92.124|190.0|AG-FCAR|1980-01-01T00:00:00|
AG|HHAR|36.2814|-93.94|421.0|AG-HHAR|1980-01-01T00:00:00|
AG|LCAR|36.069|-91.154|103.0|AG-LCAR|1980-01-01T00:00:00|
AG|U40A|36.3556|-92.854|374.0|AG-U40A|1980-01-01T00:00:00|
AG|WHAR|35.2893|-92.289|184.0|AG-WHAR|1980-01-01T00:00:00|
AG|WLAR|33.6864|-93.112|77.0|AG-WLAR|1980-01-01T00:00:00|
AG|X40A|34.4864|-92.834|158.0|AG-X40A|1980-01-01T00:00:00|
AG|Z41A|33.2573|-92.803|62.0|AG-Z41A|1980-01-01T00:00:00|
AK|ANM|64.5646|-165.372|330.0|AK-ANM|1980-01-01T00:00:00|
AK|ATKA|52.2015|-174.195|55.0|AK-ATKA|1980-01-01T00:00:00|
AK|BAGL|60.4893|-142.089|55.0|AK-BAGL|1980-01-01T00:00:00|
AK|BAL|61.0354|-142.345|1300.0|AK-BAL|1980-01-01T00:00:00|
AK|BALM|61.0354|-142.345|1300.0|AK-BALM|1980-01-01T00:00:00|
AK|BARK|60.4026|-142.491|1141.0|AK-BARK|1980-01-01T00:00:00|
AK|BARN|61.0593|-141.66|1915.0|AK-BARN|1980-01-01T00:00:00|
AK|BCP|59.9531|-139.635|396.0|AK-BCP|1980-01-01T00:00:00|
AK|BCPM|59.9531|-139.635|396.0|AK-BCPM|1980-01-01T00:00:00|
AK|BERG|60.3926|-143.702|474.0|AK-BERG|1980-01-01T00:00:00|
AK|BESE|58.5792|-134.8559|867.0|Bessie Mountain, AK, USA|2003-09-20T00:00:00|
AK|BGLC|60.1195|-143.284|10.0|AK-BGLC|1980-01-01T00:00:00|
AK|BMR|60.9676|-144.603|823.0|AK-BMR|1980-01-01T00:00:00|
AK|BMRM|60.9676|-144.603|823.0|AK-BMRM|1980-01-01T00:00:00|
AK|BPAW|64.0995|-150.987|619.0|AK-BPAW|1980-01-01T00:00:00|
AK|BRLK|59.7637|-150.886|631.0|AK-BRLK|1980-01-01T00:00:00|
AK|BRSE|59.7408|-150.741|541.0|AK-BRSE|1980-01-01T00:00:00|
AK|CAPN|60.7673|-151.154|47.0|AK-CAPN|1980-01-01T00:00:00|
AK|CAST|63.4183|-152.084|611.0|AK-CAST|1980-01-01T00:00:00|
AK|CCB|64.6462|-147.805|219.0|AK-CCB|1980-01-01T00:00:00|
AK|CHI|55.8211|-155.622|203.0|AK-CHI|1980-01-01T00:00:00|
AK|CHIR|55.8211|-155.622|203.0|AK-CHIR|1980-01-01T00:00:00|
AK|CHUM|63.8824|-152.315|58.0|AK-CHUM|1980-01-01T00:00:00|
AK|CNP|59.5255|-151.236|564.0|AK-CNP|1980-01-01T00:00:00|
AK|CNPM|59.5255|-151.236|564.0|AK-CNPM|1980-01-01T00:00:00|
AK|COLD|67.2267|-150.201|377.0|AK-COLD|1980-01-01T00:00:00|
AK|CTG|60.9646|-141.333|1554.0|AK-CTG|1980-01-01T00:00:00|
AK|CTGM|60.9646|-141.333|1554.0|AK-CTGM|1980-01-01T00:00:00|
AK|CUT|62.4043|-150.269|168.0|AK-CUT|1980-01-01T00:00:00|
AK|CYK|60.0827|-142.485|3.0|AK-CYK|1980-01-01T00:00:00|
AK|DCPH|59.0909|-138.214|678.0|AK-DCPH|1980-01-01T00:00:00|
AK|DDM|63.7868|-145.863|920.0|AK-DDM|1980-01-01T00:00:00|
AK|DHAK|59.0909|-138.214|678.0|AK-DHAK|1980-01-01T00:00:00|
AK|DHY|63.0757|-147.373|1615.0|AK-DHY|1980-01-01T00:00:00|
AK|DIV|61.129|-145.772|931.0|AK-DIV|1980-01-01T00:00:00|
AK|DOT|63.6484|-144.062|671.0|AK-DOT|1980-01-01T00:00:00|
AK|EYAK|60.5491|-145.748|146.0|AK-EYAK|1980-01-01T00:00:00|
AK|FALS|54.8564|-163.415|46.0|AK-FALS|1980-01-01T00:00:00|
AK|FIB|61.1659|-150.175|50.0|AK-FIB|1980-01-01T00:00:00|
AK|FIRE|61.144|-150.219|76.0|AK-FIRE|1980-01-01T00:00:00|
AK|FIS|61.144|-150.219|76.0|AK-FIS|1980-01-01T00:00:00|
AK|FYU|66.5657|-145.2342|137.0|Fort Yukon, AK, USA|2009-07-23T00:00:00|
AK|GAMB|63.7759|-171.701|10.0|AK-GAMB|1980-01-01T00:00:00|
AK|GCSA|64.7458|-156.879|60.0|AK-GCSA|1980-01-01T00:00:00|
AK|GHO|61.7717|-148.924|1021.0|AK-GHO|1980-01-01T00:00:00|
AK|GLB|61.4409|-143.81|845.0|AK-GLB|1980-01-01T00:00:00|
AK|GLI|60.8789|-147.096|430.0|AK-GLI|1980-01-01T00:00:00|
AK|GLM|64.9868|-147.389|820.0|AK-GLM|1980-01-01T00:00:00|
AK|GLN|64.9868|-147.389|820.0|AK-GLN|1980-01-01T00:00:00|
AK|GOAT|60.58|-144.727|897.0|AK-GOAT|1980-01-01T00:00:00|
AK|GRIN|60.28|-143.319|625.0|AK-GRIN|1980-01-01T00:00:00|
AK|GRNC|60.7314|-141.754|2116.0|AK-GRNC|1980-01-01T00:00:00|
AK|HARP|62.4073|-145.155|601.0|AK-HARP|1980-01-01T00:00:00|
AK|HDA|64.4082|-146.948|437.0|AK-HDA|1980-01-01T00:00:00|
AK|HIN|60.3966|-146.502|611.0|AK-HIN|1980-01-01T00:00:00|
AK|HMT|60.3358|-144.261|620.0|AK-HMT|1980-01-01T00:00:00|
AK|HOM|59.6581|-151.643|198.0|AK-HOM|1980-01-01T00:00:00|
AK|ISLE|60.6019|-142.339|1485.0|AK-ISLE|1980-01-01T00:00:00|
AK|JIS|58.2758|-134.3848|10.0|Juneau Island, AK, USA|2001-04-11T00:00:00|
AK|KAI|59.9262|-144.419|316.0|AK-KAI|1980-01-01T00:00:00|
AK|KAIM|59.9262|-144.419|316.0|AK-KAIM|1980-01-01T00:00:00|
AK|KHIT|60.4424|-143.249|1101.0|AK-KHIT|1980-01-01T00:00:00|
AK|KIAG|60.9228|-142.359|1773.0|AK-KIAG|1980-01-01T00:00:00|
AK|KLU|61.4917|-145.923|1047.0|AK-KLU|1980-01-01T00:00:00|
AK|KNK|61.412|-148.458|598.0|AK-KNK|1980-01-01T00:00:00|
AK|KTH|63.5528|-150.922|975.0|AK-KTH|1980-01-01T00:00:00|
AK|KULT|60.2471|-142.721|1006.0|AK-KULT|1980-01-01T00:00:00|
AK|LOGN|60.8241|-141.003|1665.0|AK-LOGN|1980-01-01T00:00:00|
AK|MCAR|61.3831|-143.024|447.0|AK-MCAR|1980-01-01T00:00:00|
AK|MCK|63.7321|-148.935|610.0|AK-MCK|1980-01-01T00:00:00|
AK|MDM|64.9579|-148.23|634.0|AK-MDM|1980-01-01T00:00:00|
AK|MESA|60.1785|-141.9505|1919.0|Mesa, AK, USA|2013-01-01T00:00:00|
AK|MLY|65.0306|-150.739|804.0|AK-MLY|1980-01-01T00:00:00|
AK|NEA|64.5765|-149.077|364.0|AK-NEA|1980-01-01T00:00:00|
AK|NICH|60.2361|-143.967|507.0|AK-NICH|1980-01-01T00:00:00|
AK|NIKH|52.9721|-168.855|199.0|Nikolski High Hill, AK, USA|2007-06-21T00:00:00|
AK|NIKO|52.9423|-168.857|8.0|AK-NIKO|1980-01-01T00:00:00|
AK|NKI|52.9423|-168.857|8.0|AK-NKI|1980-01-01T00:00:00|
AK|PAX|62.9701|-145.469|1130.0|AK-PAX|1980-01-01T00:00:00|
AK|PCA|60.0956|-140.257|975.0|AK-PCA|1980-01-01T00:00:00|
AK|PIN|60.0956|-140.257|975.0|AK-PIN|1980-01-01T00:00:00|
AK|PNL|59.668|-139.397|579.0|AK-PNL|1980-01-01T00:00:00|
AK|PPD|65.5175|-145.522|1498.0|AK-PPD|1980-01-01T00:00:00|
AK|PPLA|62.8964|-152.187|1519.0|AK-PPLA|1980-01-01T00:00:00|
AK|PRP|65.5175|-145.522|1498.0|AK-PRP|1980-01-01T00:00:00|
AK|PTPK|61.1868|-142.465|1933.0|AK-PTPK|1980-01-01T00:00:00|
AK|PWL|60.859|-148.335|549.0|AK-PWL|1980-01-01T00:00:00|
AK|RAG|60.3866|-144.675|739.0|AK-RAG|1980-01-01T00:00:00|
AK|RAGM|60.3866|-144.675|739.0|AK-RAGM|1980-01-01T00:00:00|
AK|RC01|61.0892|-149.737|374.0|AK-RC01|1980-01-01T00:00:00|
AK|RDOG|68.0537|-162.908|421.0|AK-RDOG|1980-01-01T00:00:00|
AK|RIDG|63.739|-144.846|871.0|AK-RIDG|1980-01-01T00:00:00|
AK|RKAV|60.2989|-141.346|1647.0|AK-RKAV|1980-01-01T00:00:00|
AK|RND|63.4054|-148.853|991.0|AK-RND|1980-01-01T00:00:00|
AK|SAMH|60.1295|-140.781|1140.0|AK-SAMH|1980-01-01T00:00:00|
AK|SAW|61.8075|-148.333|740.0|AK-SAW|1980-01-01T00:00:00|
AK|SCM|61.8325|-147.328|1020.0|AK-SCM|1980-01-01T00:00:00|
AK|SCRK|63.9761|-143.986|1375.0|AK-SCRK|1980-01-01T00:00:00|
AK|SEW|60.1036|-149.453|77.0|AK-SEW|1980-01-01T00:00:00|
AK|SII|56.5592|-154.182|500.0|AK-SII|1980-01-01T00:00:00|
AK|SKN|61.9799|-151.53|564.0|AK-SKN|1980-01-01T00:00:00|
AK|SKT|61.9799|-151.53|564.0|AK-SKT|1980-01-01T00:00:00|
AK|SLK|60.5072|-150.221|655.0|AK-SLK|1980-01-01T00:00:00|
AK|SLKM|60.5072|-150.221|655.0|AK-SLKM|1980-01-01T00:00:00|
AK|SML|61.8075|-148.333|740.0|AK-SML|1980-01-01T00:00:00|
AK|SNH|60.1793|-142.838|732.0|AK-SNH|1980-01-01T00:00:00|
AK|SPIA|57.1766|-170.2477|84.0|St Paul Island, AK, USA|2000-09-19T00:00:00|
AK|SSN|61.4628|-150.747|1306.0|AK-SSN|1980-01-01T00:00:00|
AK|SSP|60.1793|-142.838|732.0|AK-SSP|1980-01-01T00:00:00|
AK|SUA|61.4628|-150.747|1306.0|AK-SUA|1980-01-01T00:00:00|
AK|SUCK|60.0717|-143.777|467.0|AK-SUCK|1980-01-01T00:00:00|
AK|SWD|60.1036|-149.453|77.0|AK-SWD|1980-01-01T00:00:00|
AK|TABL|60.4394|-141.142|2050.0|AK-TABL|1980-01-01T00:00:00|
AK|TGL|60.7553|-142.83|1234.0|AK-TGL|1980-01-01T00:00:00|
AK|THY|63.4163|-145.752|732.0|AK-THY|1980-01-01T00:00:00|
AK|TNA|65.5598|-167.9267|74.0|Tin City, AK, USA|1998-10-24T00:00:00|
AK|TRAP|62.3346|-150.244|127.0|AK-TRAP|1980-01-01T00:00:00|
AK|TRF|63.4502|-150.287|1717.0|AK-TRF|1980-01-01T00:00:00|
AK|UNV|53.8452|-166.5045|65.0|Unalaska Valley, AK, USA|1999-02-19T00:00:00|
AK|VRDI|61.2277|-143.452|1880.0|AK-VRDI|1980-01-01T00:00:00|
AK|WAT1|62.8287|-148.551|722.0|AK-WAT1|1980-01-01T00:00:00|
AK|WAT2|62.9621|-148.585|1366.0|AK-WAT2|1980-01-01T00:00:00|
AK|WAT6|62.5806|-147.74|1681.0|AK-WAT6|1980-01-01T00:00:00|
AK|WAX|60.4494|-142.852|975.0|AK-WAX|1980-01-01T00:00:00|
AK|WRH|64.471|-148.09|314.0|AK-WRH|1980-01-01T00:00:00|
AK|YAH|60.3627|-141.745|2135.0|AK-YAH|1980-01-01T00:00:00|
AR|113A|32.7679|-113.767|118.0|AR-113A|1980-01-01T00:00:00|
AR|319A|31.3748|-109.281|1187.0|AR-319A|1980-01-01T00:00:00|
AR|FLAG|35.166|-111.643|2115.0|AR-FLAG|1980-01-01T00:00:00|
AR|U15A|36.4277|-112.292|2489.0|AR-U15A|1980-01-01T00:00:00|
AR|W13A|35.0979|-113.885|1988.0|AR-W13A|1980-01-01T00:00:00|
AR|X16A|34.4172|-111.441|1759.0|AR-X16A|1980-01-01T00:00:00|
AR|X18A|34.5285|-109.95|1751.0|AR-X18A|1980-01-01T00:00:00|
AR|Y14A|33.938|-113.005|731.0|AR-Y14A|1980-01-01T00:00:00|
AR|Z14A|33.3615|-112.946|298.0|AR-Z14A|1980-01-01T00:00:00|
AS|CTA|-20.0878|146.254|357.0|AS-CTA|1980-01-01T00:00:00|
AS|CTAO|-20.0878|146.254|357.0|AS-CTAO|1980-01-01T00:00:00|
AS|KONO|59.6481|9.598|216.0|AS-KONO|1980-01-01T00:00:00|
AS|MAJO|36.5419|138.207|406.0|AS-MAJO|1980-01-01T00:00:00|
AS|ZOBO|-16.2692|-68.124|4397.0|AS-ZOBO|1980-01-01T00:00:00|
AT|AKUT|54.13517|-165.77185|19.2|Akutan, Alaska|2004-11-17T00:00:00|
AT|CHGN|56.3009|-158.414|17.0|AT-CHGN|1980-01-01T00:00:00|
AT|CRAG|55.46894|-133.12297|57.9|Craig, Alaska|2004-12-10T00:00:00|
AT|MENT|62.9372|-143.719|702.0|AT-MENT|1980-01-01T00:00:00|
AT|MID|59.4268|-146.339|37.0|AT-MID|1980-01-01T00:00:00|
AT|OHAK|57.2225|-153.2875|77.5|Old Harbor, Alaska|2006-06-23T00:00:00|
AT|PMR|61.5913|-149.131|100.0|AT-PMR|1980-01-01T00:00:00|
AT|SDPT|55.3493|-160.4766|74.0|Sand Point, Alaska|2002-08-28T00:00:00|
AT|SIT|57.0559|-135.326|25.0|AT-SIT|1980-01-01T00:00:00|
AT|SKAG|59.4597|-135.329|174.0|AT-SKAG|1980-01-01T00:00:00|
AT|SMY|52.7308|174.1031|58.0|Shemya, Alaska|2000-02-15T00:00:00|
AT|SVW2|61.0961|-155.581|499.0|AT-SVW2|1980-01-01T00:00:00|
AT|TTA|62.9293|-156.012|990.0|AT-TTA|1980-01-01T00:00:00|
AT|YKU2|59.5115|-139.671|10.0|AT-YKU2|1980-01-01T00:00:00|
